"Provider ID","Provider Name","Provider Type","Provider Primary Inspection Category","Provider Street Address","Provider Address Line 2","Provider City","Provider Post Code","Provider Local Authority","Provider Region","Service / Population Group","Key Question","Latest Rating","Publication Date","Report Type","URL","Brand ID","Brand Name"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for adults","Overall","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for children, young people and families","Safe","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for children, young people and families","Effective","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for children, young people and families","Caring","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for children, young people and families","Responsive","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for children, young people and families","Well-led","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Community health services for children, young people and families","Overall","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","End of life care","Safe","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","End of life care","Effective","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","End of life care","Caring","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","End of life care","Responsive","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","End of life care","Well-led","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","End of life care","Overall","Good",2016-08-15,"CoreService","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Overall","Safe","Requires improvement",2016-08-15,"Provider","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Overall","Effective","Requires improvement",2016-08-15,"Provider","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Overall","Caring","Good",2016-08-15,"Provider","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Overall","Responsive","Good",2016-08-15,"Provider","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Overall","Well-led","Requires improvement",2016-08-15,"Provider","http://www.cqc.org.uk/provider/RWY","-","-"
"RWY","Calderdale and Huddersfield NHS Foundation Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","The Royal Infirmary","Acre Street, Lindley","Huddersfield","HD3 3EA","Kirklees","Yorkshire and The Humber","Overall","Overall","Requires improvement",2016-08-15,"Provider","http://www.cqc.org.uk/provider/RWY","-","-"
"RX1","Nottingham University Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters","City Hospital Campus, Hucknall Road","Nottingham","NG5 1PB","Nottingham","East Midlands","Overall","Safe","Requires improvement",2016-03-08,"Provider","http://www.cqc.org.uk/provider/RX1","-","-"
"RX1","Nottingham University Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters","City Hospital Campus, Hucknall Road","Nottingham","NG5 1PB","Nottingham","East Midlands","Overall","Effective","Good",2016-03-08,"Provider","http://www.cqc.org.uk/provider/RX1","-","-"
"RX1","Nottingham University Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters","City Hospital Campus, Hucknall Road","Nottingham","NG5 1PB","Nottingham","East Midlands","Overall","Caring","Good",2016-03-08,"Provider","http://www.cqc.org.uk/provider/RX1","-","-"
"RX1","Nottingham University Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters","City Hospital Campus, Hucknall Road","Nottingham","NG5 1PB","Nottingham","East Midlands","Overall","Responsive","Good",2016-03-08,"Provider","http://www.cqc.org.uk/provider/RX1","-","-"
"RX1","Nottingham University Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters","City Hospital Campus, Hucknall Road","Nottingham","NG5 1PB","Nottingham","East Midlands","Overall","Well-led","Outstanding",2016-03-08,"Provider","http://www.cqc.org.uk/provider/RX1","-","-"
"RX1","Nottingham University Hospitals NHS Trust","NHS Healthcare Organisation","Acute hospital - NHS non-specialist","Trust Headquarters","City Hospital Campus, Hucknall Road","Nottingham","NG5 1PB","Nottingham","East Midlands","Overall","Overall","Good",2016-03-08,"Provider","http://www.cqc.org.uk/provider/RX1","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Acute wards for adults of working age and psychiatric intensive care units","Safe","Requires improvement",2018-01-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Acute wards for adults of working age and psychiatric intensive care units","Effective","Good",2018-01-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Acute wards for adults of working age and psychiatric intensive care units","Caring","Outstanding",2018-01-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Acute wards for adults of working age and psychiatric intensive care units","Responsive","Good",2018-01-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Acute wards for adults of working age and psychiatric intensive care units","Well-led","Good",2018-01-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Acute wards for adults of working age and psychiatric intensive care units","Overall","Good",2018-01-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Child and adolescent mental health wards","Safe","Good",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Child and adolescent mental health wards","Effective","Good",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Child and adolescent mental health wards","Caring","Outstanding",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Child and adolescent mental health wards","Responsive","Good",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Child and adolescent mental health wards","Well-led","Good",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Child and adolescent mental health wards","Overall","Good",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Community mental health services for people with learning disabilities or autism","Safe","Good",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Community mental health services for people with learning disabilities or autism","Effective","Good",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
"RX2","Sussex Partnership NHS Foundation Trust","NHS Healthcare Organisation","Mental health - community & residential - NHS","Trust Headquarters",,"Worthing","BN13 3EP","West Sussex","South East","Community mental health services for people with learning disabilities or autism","Caring","Good",2016-12-23,"CoreService","http://www.cqc.org.uk/provider/RX2","-","-"
